external_id,title,description,category,state,eligibility,benefits,benefit_type,status,ministry,max_benefit,application_deadline,website_url
seed-fpo-promotion-rajasthan,FPO Promotion and Infrastructure Support - Rajasthan,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Rajasthan and keeps the same frontend-ready structure expected by the app.",Agriculture,Rajasthan,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/rajasthan
seed-fpo-promotion-sikkim,FPO Promotion and Infrastructure Support - Sikkim,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Sikkim and keeps the same frontend-ready structure expected by the app.",Agriculture,Sikkim,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/sikkim
seed-fpo-promotion-tamil-nadu,FPO Promotion and Infrastructure Support - Tamil Nadu,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Tamil Nadu and keeps the same frontend-ready structure expected by the app.",Agriculture,Tamil Nadu,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/tamil-nadu
seed-fpo-promotion-telangana,FPO Promotion and Infrastructure Support - Telangana,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Telangana and keeps the same frontend-ready structure expected by the app.",Agriculture,Telangana,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/telangana
seed-fpo-promotion-tripura,FPO Promotion and Infrastructure Support - Tripura,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Tripura and keeps the same frontend-ready structure expected by the app.",Agriculture,Tripura,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/tripura
seed-fpo-promotion-uttar-pradesh,FPO Promotion and Infrastructure Support - Uttar Pradesh,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Uttar Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Uttar Pradesh,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/uttar-pradesh
seed-fpo-promotion-uttarakhand,FPO Promotion and Infrastructure Support - Uttarakhand,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Uttarakhand and keeps the same frontend-ready structure expected by the app.",Agriculture,Uttarakhand,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/uttarakhand
seed-fpo-promotion-west-bengal,FPO Promotion and Infrastructure Support - West Bengal,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in West Bengal and keeps the same frontend-ready structure expected by the app.",Agriculture,West Bengal,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/west-bengal
seed-fpo-promotion-central,FPO Promotion and Infrastructure Support - Central,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Central and keeps the same frontend-ready structure expected by the app.",Agriculture,Central,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/central
seed-dairy-entrepreneurship-andhra-pradesh,Dairy Entrepreneurship Support - Andhra Pradesh,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Andhra Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Andhra Pradesh,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/andhra-pradesh
seed-dairy-entrepreneurship-arunachal-pradesh,Dairy Entrepreneurship Support - Arunachal Pradesh,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Arunachal Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Arunachal Pradesh,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/arunachal-pradesh
seed-dairy-entrepreneurship-assam,Dairy Entrepreneurship Support - Assam,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Assam and keeps the same frontend-ready structure expected by the app.",Agriculture,Assam,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/assam
seed-dairy-entrepreneurship-bihar,Dairy Entrepreneurship Support - Bihar,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Bihar and keeps the same frontend-ready structure expected by the app.",Agriculture,Bihar,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/bihar
seed-dairy-entrepreneurship-chhattisgarh,Dairy Entrepreneurship Support - Chhattisgarh,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Chhattisgarh and keeps the same frontend-ready structure expected by the app.",Agriculture,Chhattisgarh,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/chhattisgarh
seed-dairy-entrepreneurship-goa,Dairy Entrepreneurship Support - Goa,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Goa and keeps the same frontend-ready structure expected by the app.",Agriculture,Goa,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/goa
seed-dairy-entrepreneurship-gujarat,Dairy Entrepreneurship Support - Gujarat,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Gujarat and keeps the same frontend-ready structure expected by the app.",Agriculture,Gujarat,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/gujarat
seed-dairy-entrepreneurship-haryana,Dairy Entrepreneurship Support - Haryana,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Haryana and keeps the same frontend-ready structure expected by the app.",Agriculture,Haryana,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/haryana
seed-dairy-entrepreneurship-himachal-pradesh,Dairy Entrepreneurship Support - Himachal Pradesh,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Himachal Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Himachal Pradesh,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/himachal-pradesh
seed-dairy-entrepreneurship-jharkhand,Dairy Entrepreneurship Support - Jharkhand,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Jharkhand and keeps the same frontend-ready structure expected by the app.",Agriculture,Jharkhand,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/jharkhand
seed-dairy-entrepreneurship-karnataka,Dairy Entrepreneurship Support - Karnataka,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Karnataka and keeps the same frontend-ready structure expected by the app.",Agriculture,Karnataka,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/karnataka
seed-dairy-entrepreneurship-kerala,Dairy Entrepreneurship Support - Kerala,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Kerala and keeps the same frontend-ready structure expected by the app.",Agriculture,Kerala,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/kerala
seed-dairy-entrepreneurship-madhya-pradesh,Dairy Entrepreneurship Support - Madhya Pradesh,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Madhya Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Madhya Pradesh,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/madhya-pradesh
seed-dairy-entrepreneurship-maharashtra,Dairy Entrepreneurship Support - Maharashtra,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Maharashtra and keeps the same frontend-ready structure expected by the app.",Agriculture,Maharashtra,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/maharashtra
seed-dairy-entrepreneurship-manipur,Dairy Entrepreneurship Support - Manipur,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Manipur and keeps the same frontend-ready structure expected by the app.",Agriculture,Manipur,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/manipur
seed-dairy-entrepreneurship-meghalaya,Dairy Entrepreneurship Support - Meghalaya,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Meghalaya and keeps the same frontend-ready structure expected by the app.",Agriculture,Meghalaya,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/meghalaya
seed-dairy-entrepreneurship-mizoram,Dairy Entrepreneurship Support - Mizoram,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Mizoram and keeps the same frontend-ready structure expected by the app.",Agriculture,Mizoram,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/mizoram
seed-dairy-entrepreneurship-nagaland,Dairy Entrepreneurship Support - Nagaland,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Nagaland and keeps the same frontend-ready structure expected by the app.",Agriculture,Nagaland,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/nagaland
seed-dairy-entrepreneurship-odisha,Dairy Entrepreneurship Support - Odisha,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Odisha and keeps the same frontend-ready structure expected by the app.",Agriculture,Odisha,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/odisha
seed-dairy-entrepreneurship-punjab,Dairy Entrepreneurship Support - Punjab,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Punjab and keeps the same frontend-ready structure expected by the app.",Agriculture,Punjab,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/punjab
seed-dairy-entrepreneurship-rajasthan,Dairy Entrepreneurship Support - Rajasthan,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Rajasthan and keeps the same frontend-ready structure expected by the app.",Agriculture,Rajasthan,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/rajasthan
seed-dairy-entrepreneurship-sikkim,Dairy Entrepreneurship Support - Sikkim,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Sikkim and keeps the same frontend-ready structure expected by the app.",Agriculture,Sikkim,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/sikkim
seed-dairy-entrepreneurship-tamil-nadu,Dairy Entrepreneurship Support - Tamil Nadu,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Tamil Nadu and keeps the same frontend-ready structure expected by the app.",Agriculture,Tamil Nadu,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/tamil-nadu
seed-dairy-entrepreneurship-telangana,Dairy Entrepreneurship Support - Telangana,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Telangana and keeps the same frontend-ready structure expected by the app.",Agriculture,Telangana,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/telangana
seed-dairy-entrepreneurship-tripura,Dairy Entrepreneurship Support - Tripura,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Tripura and keeps the same frontend-ready structure expected by the app.",Agriculture,Tripura,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/tripura
seed-dairy-entrepreneurship-uttar-pradesh,Dairy Entrepreneurship Support - Uttar Pradesh,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Uttar Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Uttar Pradesh,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/uttar-pradesh
seed-dairy-entrepreneurship-uttarakhand,Dairy Entrepreneurship Support - Uttarakhand,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Uttarakhand and keeps the same frontend-ready structure expected by the app.",Agriculture,Uttarakhand,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/uttarakhand
seed-dairy-entrepreneurship-west-bengal,Dairy Entrepreneurship Support - West Bengal,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in West Bengal and keeps the same frontend-ready structure expected by the app.",Agriculture,West Bengal,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/west-bengal
seed-dairy-entrepreneurship-central,Dairy Entrepreneurship Support - Central,"Support for dairy units, milking equipment, chilling infrastructure, fodder development, and milk value chain upgrades. This record is tailored for applicants in Central and keeps the same frontend-ready structure expected by the app.",Agriculture,Central,"Individual dairy farmers, dairy SHGs, cooperatives, and registered milk producer enterprises.","{""Livestock unit support"",""Equipment subsidy"",""Cold chain strengthening""}",Subsidies,active,Department of Animal Husbandry and Dairying,Up to Rs. 12 lakh,31 December 2027,https://www.india.gov.in/dairy-entrepreneurship-support/central
seed-fisheries-development-andhra-pradesh,Fisheries Development Grant - Andhra Pradesh,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Andhra Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Andhra Pradesh,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/andhra-pradesh
seed-fisheries-development-arunachal-pradesh,Fisheries Development Grant - Arunachal Pradesh,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Arunachal Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Arunachal Pradesh,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/arunachal-pradesh
seed-fisheries-development-assam,Fisheries Development Grant - Assam,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Assam and keeps the same frontend-ready structure expected by the app.",Agriculture,Assam,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/assam
seed-fisheries-development-bihar,Fisheries Development Grant - Bihar,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Bihar and keeps the same frontend-ready structure expected by the app.",Agriculture,Bihar,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/bihar
seed-fisheries-development-chhattisgarh,Fisheries Development Grant - Chhattisgarh,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Chhattisgarh and keeps the same frontend-ready structure expected by the app.",Agriculture,Chhattisgarh,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/chhattisgarh
seed-fisheries-development-goa,Fisheries Development Grant - Goa,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Goa and keeps the same frontend-ready structure expected by the app.",Agriculture,Goa,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/goa
seed-fisheries-development-gujarat,Fisheries Development Grant - Gujarat,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Gujarat and keeps the same frontend-ready structure expected by the app.",Agriculture,Gujarat,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/gujarat
seed-fisheries-development-haryana,Fisheries Development Grant - Haryana,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Haryana and keeps the same frontend-ready structure expected by the app.",Agriculture,Haryana,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/haryana
seed-fisheries-development-himachal-pradesh,Fisheries Development Grant - Himachal Pradesh,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Himachal Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Himachal Pradesh,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/himachal-pradesh
seed-fisheries-development-jharkhand,Fisheries Development Grant - Jharkhand,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Jharkhand and keeps the same frontend-ready structure expected by the app.",Agriculture,Jharkhand,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/jharkhand
seed-fisheries-development-karnataka,Fisheries Development Grant - Karnataka,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Karnataka and keeps the same frontend-ready structure expected by the app.",Agriculture,Karnataka,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/karnataka
seed-fisheries-development-kerala,Fisheries Development Grant - Kerala,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Kerala and keeps the same frontend-ready structure expected by the app.",Agriculture,Kerala,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/kerala
